MonthlyCharges,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineBackup,Contract,PaperlessBilling,Churn
74.35,Male,0,No,No,7,Fiber optic,No,Month-to-month,No,No
49.45,Female,1,Yes,No,60,DSL,Yes,Two year,Yes,No
89.1,Female,0,Yes,No,19,Fiber optic,Yes,Month-to-month,Yes,No
75.15,Male,1,Yes,No,45,DSL,No,Two year,No,No
70.65,Male,1,No,No,4,Fiber optic,No,Month-to-month,Yes,No
104.2,Female,0,Yes,Yes,31,Fiber optic,No,Month-to-month,Yes,Yes
90.05,Male,0,Yes,Yes,47,Fiber optic,No,Month-to-month,No,No
79.25,Male,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
44.9,Female,0,No,No,1,DSL,No,Month-to-month,Yes,Yes
19.4,Female,0,No,No,1,No,No internet service,Month-to-month,No,No
88.75,Female,1,Yes,Yes,59,Fiber optic,No,Month-to-month,Yes,No
70.1,Male,0,Yes,No,10,Fiber optic,No,Month-to-month,Yes,Yes
91,Male,1,No,No,35,Fiber optic,No,Month-to-month,No,No
29.65,Male,0,No,No,4,DSL,No,Month-to-month,Yes,Yes
90.8,Male,0,Yes,Yes,32,Fiber optic,Yes,One year,Yes,No
77.85,Male,0,No,No,43,Fiber optic,Yes,Month-to-month,Yes,Yes
54.3,Male,0,No,No,4,DSL,No,Month-to-month,No,Yes
18.95,Female,1,Yes,No,54,No,No internet service,Two year,Yes,No
95.15,Female,1,No,No,11,Fiber optic,No,Month-to-month,Yes,Yes
102.4,Female,1,No,No,66,Fiber optic,No,Two year,Yes,No
99.9,Male,0,Yes,Yes,61,Fiber optic,No,One year,Yes,No
88.7,Male,0,Yes,Yes,72,DSL,Yes,Two year,No,No
54.3,Male,0,Yes,Yes,44,DSL,No,One year,Yes,No
55.7,Male,0,No,No,41,DSL,No,Month-to-month,Yes,No
103.95,Male,0,Yes,No,50,Fiber optic,No,One year,Yes,No
110.85,Male,0,Yes,No,47,Fiber optic,No,One year,Yes,Yes
20.15,Male,0,Yes,Yes,8,No,No internet service,Two year,No,No
20.05,Male,0,No,No,18,No,No internet service,Month-to-month,No,No
91.95,Male,0,Yes,Yes,72,DSL,Yes,Two year,Yes,No
80.5,Male,0,No,No,1,Fiber optic,No,Month-to-month,No,Yes
55.65,Female,1,No,No,42,DSL,No,Month-to-month,No,No
74.7,Female,1,No,No,18,Fiber optic,Yes,Month-to-month,Yes,No
104.15,Female,0,No,Yes,13,Fiber optic,Yes,One year,Yes,No
83.65,Female,0,Yes,Yes,68,Fiber optic,Yes,One year,Yes,No
72.2,Male,0,No,No,4,Fiber optic,No,Month-to-month,Yes,Yes
110.05,Male,0,No,No,69,Fiber optic,Yes,Two year,Yes,No
51.5,Male,0,No,No,17,DSL,No,Month-to-month,No,Yes
25.5,Male,0,Yes,Yes,25,No,No internet service,Two year,No,No
89.55,Male,1,No,No,43,Fiber optic,No,Month-to-month,Yes,Yes
19.5,Female,0,Yes,Yes,59,No,No internet service,Two year,No,No
80.7,Female,1,No,No,5,Fiber optic,Yes,Month-to-month,No,No
77.5,Male,0,Yes,Yes,21,DSL,Yes,One year,No,Yes
105.1,Female,0,Yes,Yes,69,Fiber optic,Yes,One year,Yes,No
25.15,Male,0,No,No,13,DSL,No,Month-to-month,Yes,No
95.25,Male,0,Yes,No,42,Fiber optic,Yes,Month-to-month,Yes,Yes
95.65,Male,0,Yes,No,52,Fiber optic,Yes,Month-to-month,Yes,No
85,Male,1,No,No,46,Fiber optic,No,Month-to-month,No,Yes
80.8,Male,0,Yes,No,61,DSL,Yes,Two year,Yes,No
24.85,Male,0,No,No,29,DSL,No,One year,Yes,No
54.75,Female,0,No,Yes,25,DSL,Yes,One year,Yes,No
85.75,Female,0,Yes,Yes,5,Fiber optic,No,Month-to-month,Yes,Yes
50.75,Male,0,No,No,15,DSL,No,One year,No,No
20.15,Female,0,Yes,Yes,19,No,No internet service,Two year,No,No
20.05,Male,0,No,No,44,No,No internet service,Two year,No,No
98.25,Female,1,No,No,6,Fiber optic,Yes,Month-to-month,Yes,Yes
71.6,Male,0,Yes,Yes,58,DSL,Yes,Two year,No,No
81.45,Male,0,Yes,Yes,62,Fiber optic,Yes,One year,Yes,No
58.4,Female,0,Yes,Yes,70,DSL,Yes,One year,Yes,No
25.7,Female,1,No,No,1,DSL,No,Month-to-month,Yes,Yes
53.7,Male,0,Yes,Yes,10,DSL,Yes,Two year,No,No
19.6,Male,0,No,No,26,No,No internet service,One year,Yes,No
89.4,Male,0,No,No,66,Fiber optic,Yes,Month-to-month,No,No
69,Female,0,Yes,Yes,7,Fiber optic,No,Month-to-month,Yes,Yes
84.2,Male,0,Yes,Yes,51,Fiber optic,Yes,One year,No,No
106.1,Male,0,Yes,Yes,72,Fiber optic,Yes,Two year,Yes,No
25.75,Male,0,No,No,65,No,No internet service,Two year,No,No
46.05,Male,0,No,No,2,DSL,No,Month-to-month,No,Yes
64.95,Male,0,No,Yes,70,DSL,Yes,One year,No,No
85.45,Male,0,Yes,No,72,DSL,Yes,Two year,Yes,No
20.05,Female,0,Yes,Yes,1,No,No internet service,Month-to-month,No,No
76.4,Female,1,Yes,No,1,Fiber optic,Yes,Month-to-month,Yes,Yes
100.5,Female,0,No,No,5,Fiber optic,No,Month-to-month,Yes,Yes
20.7,Male,0,No,No,3,No,No internet service,Month-to-month,No,No
25.3,Male,0,No,No,58,No,No internet service,Two year,Yes,No
40.05,Male,1,Yes,Yes,22,DSL,No,Month-to-month,No,Yes
100.6,Male,1,Yes,No,33,Fiber optic,Yes,Month-to-month,Yes,No
69.95,Male,0,No,No,1,Fiber optic,No,Month-to-month,No,Yes
74,Male,1,Yes,No,54,Fiber optic,No,Month-to-month,No,No
99.4,Male,0,Yes,No,72,Fiber optic,Yes,Two year,Yes,No
93.3,Male,0,No,Yes,1,Fiber optic,No,Month-to-month,Yes,Yes
49.15,Male,0,No,No,3,DSL,No,Month-to-month,Yes,Yes
107.45,Female,0,Yes,Yes,72,Fiber optic,Yes,Two year,No,No
83.6,Female,0,Yes,Yes,72,DSL,Yes,Two year,Yes,No
99.05,Male,1,Yes,No,54,Fiber optic,No,Month-to-month,Yes,No
80.1,Female,0,Yes,No,59,DSL,Yes,One year,Yes,No
65.3,Male,0,No,No,54,DSL,Yes,Two year,Yes,No
89.55,Male,0,No,No,60,Fiber optic,No,Two year,Yes,No
60.8,Female,0,Yes,No,60,DSL,Yes,Two year,No,No
74.5,Male,0,No,No,3,Fiber optic,No,Month-to-month,No,No
99.15,Female,0,Yes,No,69,Fiber optic,No,Two year,No,No
19.25,Female,0,Yes,Yes,1,No,No internet service,Month-to-month,No,No
39.45,Male,0,Yes,Yes,50,DSL,No,Month-to-month,Yes,No
44.85,Female,0,No,No,56,DSL,No,Month-to-month,Yes,No
97.2,Female,0,Yes,No,60,Fiber optic,No,Two year,Yes,No
110.55,Male,1,Yes,No,69,Fiber optic,No,One year,Yes,No
35.05,Female,0,No,No,1,DSL,No,Month-to-month,No,Yes
73,Female,1,No,No,1,Fiber optic,Yes,Month-to-month,Yes,Yes
19.9,Female,0,Yes,No,3,No,No internet service,Month-to-month,Yes,No
76.95,Male,0,Yes,Yes,60,DSL,Yes,Two year,No,No
35.4,Female,0,No,No,13,DSL,No,Two year,No,No
20.45,Male,0,Yes,Yes,62,No,No internet service,Two year,No,No
96.75,Female,0,No,No,45,Fiber optic,Yes,One year,No,No
54.2,Female,0,No,No,25,DSL,No,One year,No,No
100.1,Male,0,No,No,44,Fiber optic,No,Two year,No,No
45.25,Female,0,No,No,2,DSL,No,Month-to-month,Yes,No
83.85,Male,1,No,No,33,Fiber optic,Yes,Month-to-month,Yes,Yes
70.1,Female,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
20.85,Female,0,No,No,22,No,No internet service,One year,No,No
33.45,Female,0,No,No,35,DSL,No,Month-to-month,Yes,No
20.2,Female,0,Yes,Yes,29,No,No internet service,Two year,No,No
85.9,Male,1,Yes,No,27,Fiber optic,No,One year,Yes,No
61,Male,0,No,Yes,54,DSL,Yes,One year,Yes,No
70.65,Female,1,No,No,2,Fiber optic,No,Month-to-month,Yes,Yes
86.9,Male,0,No,No,57,Fiber optic,No,One year,Yes,No
69.4,Male,0,No,No,62,DSL,Yes,Two year,No,No
20.35,Female,0,Yes,Yes,15,No,No internet service,One year,No,No
20.35,Male,0,No,No,2,No,No internet service,Month-to-month,No,Yes
104.3,Female,0,Yes,No,70,Fiber optic,No,Two year,Yes,No
44.95,Female,0,Yes,Yes,21,DSL,No,Month-to-month,Yes,No
49.45,Female,0,No,Yes,23,DSL,No,One year,Yes,No
20.6,Male,0,No,No,6,No,No internet service,One year,No,No
19.55,Male,0,Yes,Yes,4,No,No internet service,Two year,No,No
99,Female,0,No,No,3,Fiber optic,No,Month-to-month,Yes,Yes
93.5,Female,0,No,No,23,Fiber optic,No,Month-to-month,Yes,No
54.55,Male,0,No,No,26,DSL,No,One year,No,No
20.05,Female,0,No,Yes,8,No,No internet service,Month-to-month,No,No
83.95,Male,0,No,No,26,Fiber optic,No,Month-to-month,Yes,Yes
79.45,Male,0,No,No,2,Fiber optic,Yes,Month-to-month,Yes,No
116.2,Male,0,No,No,67,Fiber optic,Yes,Two year,No,Yes
93.7,Female,0,Yes,No,71,Fiber optic,No,Two year,Yes,Yes
79.85,Female,0,No,No,59,DSL,Yes,One year,No,No
100,Male,0,Yes,Yes,39,Fiber optic,No,One year,No,No
19.6,Male,0,No,Yes,21,No,No internet service,Two year,No,No
19.7,Male,0,No,No,1,No,No internet service,Month-to-month,No,Yes
20.2,Female,0,Yes,Yes,48,No,No internet service,Two year,No,No
50.4,Female,1,Yes,No,31,DSL,Yes,One year,Yes,No
113.35,Female,0,Yes,Yes,64,Fiber optic,Yes,One year,No,No
80,Male,0,Yes,Yes,46,Fiber optic,Yes,Month-to-month,Yes,No
80.95,Female,0,No,No,52,DSL,No,Two year,Yes,No
24.9,Female,0,Yes,Yes,67,No,No internet service,Two year,Yes,No
54.9,Female,1,No,No,67,DSL,Yes,Month-to-month,No,No
75.55,Female,0,No,No,5,Fiber optic,No,Month-to-month,No,Yes
109.25,Female,0,Yes,No,71,Fiber optic,Yes,Two year,No,No
77.65,Female,0,No,No,9,Fiber optic,No,Month-to-month,Yes,Yes
95,Female,1,No,No,26,Fiber optic,Yes,Month-to-month,Yes,Yes
116.3,Male,0,No,No,71,Fiber optic,Yes,One year,Yes,No
19.9,Female,0,No,No,32,No,No internet service,Month-to-month,No,No
70.35,Female,0,No,No,2,Fiber optic,No,Month-to-month,No,No
25.6,Female,0,Yes,No,71,No,No internet service,Two year,No,No
44.45,Female,0,No,No,60,DSL,No,One year,Yes,No
100.15,Female,1,No,No,55,Fiber optic,No,One year,Yes,No
105.4,Male,0,No,No,54,Fiber optic,Yes,One year,Yes,Yes
95.85,Male,0,No,No,2,Fiber optic,No,Month-to-month,Yes,Yes
73.85,Female,0,No,No,6,Fiber optic,No,Month-to-month,Yes,No
70.1,Female,0,Yes,Yes,48,DSL,Yes,Two year,Yes,No
25.25,Male,0,Yes,Yes,63,No,No internet service,Two year,No,No
79.15,Male,0,No,No,1,Fiber optic,Yes,Month-to-month,Yes,Yes
21.05,Male,0,No,Yes,12,No,No internet service,Month-to-month,No,No
24.95,Male,1,Yes,No,54,DSL,No,Month-to-month,Yes,No
64.5,Female,0,Yes,Yes,30,DSL,No,One year,Yes,No
19.65,Female,0,Yes,No,30,No,No internet service,Month-to-month,No,Yes
79,Female,0,No,No,4,Fiber optic,No,Month-to-month,Yes,Yes
105.95,Female,0,No,No,40,Fiber optic,No,One year,Yes,No
75.85,Female,0,Yes,Yes,9,Fiber optic,No,Month-to-month,Yes,No
91.85,Female,0,Yes,Yes,17,Fiber optic,No,Month-to-month,No,Yes
43.6,Female,0,No,No,62,DSL,Yes,Two year,Yes,No
91.25,Male,0,No,No,28,Fiber optic,Yes,One year,Yes,No
89.75,Female,0,No,No,70,DSL,Yes,Two year,No,No
104.4,Female,0,No,No,46,Fiber optic,Yes,Two year,Yes,No
90.15,Female,0,Yes,No,23,Fiber optic,No,Month-to-month,No,No
40.3,Male,0,Yes,Yes,47,DSL,No,One year,No,No
105.25,Male,0,Yes,Yes,68,Fiber optic,Yes,Two year,Yes,No
106,Female,1,No,No,60,Fiber optic,No,One year,Yes,Yes
104,Female,0,No,Yes,67,Fiber optic,Yes,Two year,Yes,No
69.65,Female,0,No,No,14,DSL,No,Month-to-month,Yes,No
74.3,Male,0,Yes,Yes,57,Fiber optic,No,Month-to-month,Yes,No
100.9,Female,0,Yes,Yes,55,Fiber optic,No,One year,No,No
20.25,Male,0,No,No,1,No,No internet service,Month-to-month,Yes,No
49.9,Male,0,No,Yes,1,DSL,No,Month-to-month,Yes,Yes
96.9,Male,0,No,No,23,Fiber optic,No,Month-to-month,Yes,No
100.35,Female,0,No,No,13,Fiber optic,No,Month-to-month,Yes,Yes
104.1,Male,0,Yes,No,47,Fiber optic,Yes,Month-to-month,Yes,No
20.1,Male,0,No,No,38,No,No internet service,One year,No,No
74.95,Female,1,Yes,No,38,Fiber optic,No,Month-to-month,Yes,Yes
56.55,Female,1,No,No,2,DSL,Yes,Month-to-month,Yes,No
49.25,Male,1,Yes,Yes,1,DSL,No,Month-to-month,Yes,Yes
68.6,Male,0,Yes,No,15,Fiber optic,No,Month-to-month,Yes,No
69.05,Female,0,No,No,26,Fiber optic,No,Month-to-month,Yes,No
19.7,Female,0,Yes,Yes,35,No,No internet service,Two year,No,No
20.05,Male,0,No,Yes,3,No,No internet service,Month-to-month,Yes,No
103.7,Male,0,Yes,Yes,50,Fiber optic,Yes,Month-to-month,No,Yes
94.4,Male,0,Yes,No,42,Fiber optic,No,Month-to-month,Yes,No
54.95,Male,0,Yes,No,10,DSL,No,Month-to-month,Yes,No
93.7,Female,0,Yes,No,61,Fiber optic,Yes,One year,No,No
110.25,Female,0,No,No,68,Fiber optic,Yes,Two year,No,No
98.9,Male,0,No,No,10,Fiber optic,No,One year,Yes,No
89.75,Male,0,Yes,No,65,Fiber optic,Yes,One year,No,Yes
80.45,Female,0,Yes,Yes,72,DSL,No,Two year,Yes,No
79.4,Male,0,Yes,Yes,55,Fiber optic,Yes,Month-to-month,No,No
20.3,Female,0,No,No,1,No,No internet service,Month-to-month,Yes,Yes
62.8,Female,0,No,No,7,DSL,No,Month-to-month,No,No
74.9,Female,0,No,No,2,Fiber optic,No,Month-to-month,Yes,No
74.85,Female,0,No,No,9,Fiber optic,No,Month-to-month,Yes,No
25.85,Male,0,No,Yes,27,No,No internet service,Two year,Yes,No
101.95,Male,1,Yes,No,7,Fiber optic,No,Month-to-month,Yes,Yes
68.3,Female,0,Yes,No,64,DSL,Yes,Two year,Yes,No
48.4,Male,0,No,No,70,DSL,No,Two year,No,No
94,Male,1,No,No,2,Fiber optic,No,Month-to-month,Yes,Yes
105.05,Male,1,No,No,67,Fiber optic,Yes,Two year,Yes,No
89.3,Female,0,No,No,45,Fiber optic,Yes,Month-to-month,Yes,Yes
25.15,Female,0,No,No,24,No,No internet service,Two year,No,No
19.5,Male,0,Yes,Yes,4,No,No internet service,Two year,No,No
92.95,Male,0,Yes,Yes,44,Fiber optic,No,Month-to-month,Yes,No
20.7,Female,0,Yes,Yes,72,No,No internet service,Two year,Yes,No
74.3,Female,0,No,No,1,Fiber optic,Yes,Month-to-month,Yes,Yes
19.35,Male,0,No,No,66,No,No internet service,Two year,No,No
44.65,Male,0,No,No,1,DSL,Yes,Month-to-month,Yes,Yes
84.05,Male,0,Yes,Yes,13,Fiber optic,No,Month-to-month,No,Yes
80.7,Male,0,No,No,10,Fiber optic,Yes,Month-to-month,Yes,Yes
104.35,Male,1,Yes,No,65,Fiber optic,Yes,Month-to-month,Yes,No
19.55,Male,0,No,Yes,1,No,No internet service,Month-to-month,No,No
74.05,Male,0,Yes,Yes,38,DSL,Yes,One year,No,No
40.1,Male,0,No,Yes,23,DSL,No,Two year,No,No
20.1,Female,0,Yes,No,10,No,No internet service,One year,No,No
101.7,Male,0,No,Yes,4,Fiber optic,Yes,Month-to-month,Yes,Yes
83.55,Male,0,Yes,Yes,72,DSL,No,Two year,Yes,No
56.85,Female,0,Yes,No,35,DSL,Yes,Month-to-month,No,No
20.4,Female,0,No,No,1,No,No internet service,Month-to-month,No,Yes
19.55,Female,0,Yes,Yes,58,No,No internet service,Two year,No,No
106.15,Male,0,Yes,Yes,70,Fiber optic,Yes,One year,Yes,No
78.95,Male,0,Yes,Yes,38,DSL,Yes,One year,No,No
49.75,Female,0,Yes,Yes,60,DSL,Yes,Month-to-month,Yes,No
92.4,Male,0,No,No,26,Fiber optic,Yes,Month-to-month,Yes,No
58.2,Female,0,No,No,8,DSL,Yes,One year,No,No
102.6,Male,0,Yes,Yes,41,Fiber optic,No,One year,Yes,Yes
91.95,Female,1,Yes,No,36,Fiber optic,Yes,Month-to-month,Yes,No
65.25,Male,1,No,No,54,DSL,No,One year,No,No
106,Male,0,Yes,Yes,71,Fiber optic,Yes,Two year,Yes,Yes
73.1,Female,0,No,No,55,Fiber optic,No,Month-to-month,Yes,No
59.75,Female,0,No,No,72,DSL,Yes,Two year,No,No
55.1,Female,0,No,Yes,3,DSL,No,Month-to-month,Yes,Yes
59.8,Female,0,Yes,Yes,54,DSL,Yes,Two year,Yes,No
116.6,Male,0,Yes,Yes,72,Fiber optic,Yes,Two year,Yes,No
109.3,Male,0,No,No,52,Fiber optic,No,Two year,Yes,No
101.4,Female,1,No,No,60,Fiber optic,No,One year,Yes,No
50.65,Female,0,No,No,39,DSL,No,Month-to-month,Yes,No
56.15,Female,0,No,No,15,DSL,No,One year,No,No
106.5,Male,0,No,No,69,Fiber optic,No,Two year,Yes,Yes
19.2,Male,0,Yes,Yes,43,No,No internet service,One year,Yes,No
83,Female,1,No,No,63,DSL,Yes,One year,No,No
70.1,Male,1,Yes,No,2,Fiber optic,No,Month-to-month,No,No
108.3,Female,0,Yes,Yes,72,Fiber optic,Yes,Two year,Yes,No
91.05,Female,0,Yes,Yes,32,Fiber optic,No,Month-to-month,Yes,Yes
25.25,Male,0,Yes,Yes,40,No,No internet service,Two year,No,No
45.35,Female,0,Yes,No,58,DSL,Yes,One year,Yes,No
43.9,Male,0,No,No,67,DSL,No,Two year,No,No
77.5,Female,1,Yes,No,51,Fiber optic,No,Month-to-month,Yes,Yes
79.3,Male,0,Yes,No,31,DSL,No,One year,Yes,No
84.9,Male,1,Yes,No,69,Fiber optic,Yes,Month-to-month,Yes,No
79.25,Male,0,Yes,No,32,Fiber optic,No,One year,Yes,No
71.05,Female,0,No,No,21,DSL,Yes,Two year,No,No
53.75,Male,0,No,No,52,DSL,No,One year,No,No
24.25,Female,0,Yes,Yes,72,No,No internet service,Two year,No,No
54.2,Female,0,Yes,No,72,DSL,Yes,Two year,Yes,Yes
44.25,Male,0,Yes,Yes,52,DSL,No,One year,No,No
50.05,Female,0,No,No,41,DSL,No,One year,No,No
20.15,Male,0,No,No,41,No,No internet service,Two year,No,No
69.25,Female,0,No,No,6,Fiber optic,No,Month-to-month,Yes,Yes
69.35,Male,0,Yes,Yes,67,DSL,Yes,One year,Yes,No
19.35,Female,0,Yes,Yes,16,No,No internet service,Month-to-month,No,No
19.15,Male,0,No,No,17,No,No internet service,Two year,No,No
61,Male,0,Yes,No,35,DSL,Yes,Month-to-month,No,No
20.5,Female,0,Yes,Yes,58,No,No internet service,Two year,No,No
50.5,Male,0,No,No,1,DSL,No,Month-to-month,Yes,Yes
50.2,Male,0,Yes,Yes,52,DSL,Yes,Two year,No,No
79.6,Female,0,No,No,70,DSL,No,Two year,No,No
24.9,Female,0,Yes,Yes,19,No,No internet service,Two year,Yes,No
74.4,Male,1,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
106.9,Female,0,Yes,Yes,35,Fiber optic,No,Month-to-month,Yes,No
101.35,Female,0,No,No,32,Fiber optic,No,Month-to-month,Yes,No
55.35,Female,0,Yes,Yes,17,DSL,No,Month-to-month,Yes,No
50.55,Female,0,Yes,Yes,67,DSL,Yes,One year,No,No
19.5,Female,0,No,No,9,No,No internet service,Month-to-month,No,No
79.45,Male,0,No,Yes,31,DSL,Yes,One year,Yes,Yes
90.65,Male,0,No,No,4,Fiber optic,No,Month-to-month,No,No
89.85,Male,1,Yes,Yes,58,Fiber optic,Yes,One year,Yes,No
79,Male,0,No,No,60,DSL,No,One year,No,No
104.65,Male,0,No,No,58,Fiber optic,No,One year,Yes,Yes
19.55,Male,0,No,No,1,No,No internet service,Month-to-month,No,No
19.9,Female,0,Yes,Yes,27,No,No internet service,Two year,No,No
116.25,Male,1,Yes,Yes,66,Fiber optic,Yes,One year,Yes,No
87.75,Male,0,No,No,15,Fiber optic,No,Month-to-month,Yes,No
100.05,Male,1,Yes,No,47,Fiber optic,No,Month-to-month,Yes,Yes
81.3,Female,0,No,No,41,Fiber optic,No,Month-to-month,Yes,No
44.3,Male,0,Yes,No,59,DSL,No,Month-to-month,Yes,No
70.35,Female,0,No,Yes,50,Fiber optic,No,Two year,No,No
44.45,Male,0,Yes,Yes,17,DSL,No,One year,No,No
49.15,Male,0,Yes,Yes,6,DSL,No,Month-to-month,Yes,No
29.45,Male,1,Yes,No,51,DSL,Yes,Month-to-month,Yes,No
100.55,Male,0,No,No,44,Fiber optic,Yes,Month-to-month,No,Yes
85.3,Male,0,Yes,No,49,Fiber optic,Yes,Month-to-month,Yes,No
95.65,Male,0,No,No,2,Fiber optic,Yes,Month-to-month,No,Yes
69.1,Male,0,Yes,No,59,DSL,No,One year,Yes,No
70.35,Male,1,No,No,50,DSL,Yes,Month-to-month,Yes,No
20.6,Female,0,Yes,Yes,59,No,No internet service,Two year,No,No
74.15,Male,0,No,No,18,Fiber optic,No,Month-to-month,No,No
75.05,Male,0,No,No,10,Fiber optic,No,Month-to-month,No,No
44.6,Male,0,Yes,No,14,DSL,No,One year,No,No
21.45,Male,0,No,No,35,No,No internet service,Two year,No,No
43.45,Male,0,Yes,Yes,8,DSL,No,One year,Yes,No
20.05,Male,0,Yes,Yes,18,No,No internet service,One year,No,No
94.15,Female,0,Yes,Yes,60,Fiber optic,Yes,One year,No,No
94.4,Female,0,No,No,1,Fiber optic,No,Month-to-month,No,Yes
19.55,Female,0,No,No,6,No,No internet service,Two year,No,No
75.9,Female,0,No,Yes,19,DSL,Yes,Month-to-month,Yes,No
64.15,Male,0,Yes,Yes,53,DSL,Yes,One year,No,No
109.55,Male,1,Yes,No,72,Fiber optic,Yes,Two year,Yes,No
110.8,Female,0,Yes,No,60,Fiber optic,Yes,Two year,Yes,No
55,Female,0,No,No,1,DSL,No,Month-to-month,Yes,Yes
53.45,Female,0,No,Yes,13,DSL,No,Month-to-month,No,No
69.95,Female,0,Yes,Yes,5,Fiber optic,No,Month-to-month,No,No
101.45,Male,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
97,Male,0,Yes,Yes,13,Fiber optic,No,Month-to-month,No,No
90.6,Male,0,No,No,37,DSL,Yes,One year,Yes,No
73.55,Male,0,Yes,No,64,Fiber optic,No,Month-to-month,Yes,No
67.95,Female,0,Yes,No,5,DSL,No,Month-to-month,No,Yes
94.35,Female,0,Yes,No,61,Fiber optic,Yes,Two year,Yes,No
69.5,Female,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
18.85,Male,0,No,No,1,No,No internet service,Month-to-month,Yes,Yes
19.4,Male,0,No,No,26,No,No internet service,One year,No,No
69.2,Female,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
19.75,Male,0,Yes,No,24,No,No internet service,Two year,No,No
54.6,Male,0,Yes,No,17,DSL,No,One year,No,No
29.8,Female,0,No,Yes,26,DSL,No,Month-to-month,Yes,No
69.65,Male,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
101.85,Male,1,Yes,No,40,Fiber optic,No,Month-to-month,No,Yes
103.05,Male,0,No,No,52,Fiber optic,Yes,Month-to-month,Yes,No
82.3,Female,0,No,No,1,Fiber optic,Yes,Month-to-month,Yes,Yes
20.3,Male,0,No,No,1,No,No internet service,Month-to-month,No,No
35.1,Female,0,No,No,21,DSL,No,Two year,No,No
105.7,Female,0,Yes,No,67,Fiber optic,Yes,One year,Yes,No
56.25,Female,0,Yes,Yes,44,DSL,No,Month-to-month,No,No
60.35,Male,0,Yes,Yes,70,DSL,Yes,One year,No,No
79.25,Male,0,No,No,3,Fiber optic,No,Month-to-month,No,Yes
59.8,Male,0,Yes,Yes,56,DSL,Yes,Two year,Yes,No
84.6,Female,0,No,No,13,Fiber optic,No,Month-to-month,Yes,Yes
93.4,Female,0,Yes,Yes,58,Fiber optic,Yes,Month-to-month,Yes,Yes
94.2,Female,0,Yes,Yes,42,Fiber optic,No,Month-to-month,Yes,Yes
25.05,Male,1,Yes,No,1,DSL,No,Month-to-month,No,Yes
99.65,Female,0,Yes,Yes,46,Fiber optic,No,Two year,No,No
50.65,Female,0,Yes,Yes,63,DSL,No,Two year,Yes,No
60.9,Male,0,No,No,11,DSL,Yes,Month-to-month,Yes,No
59.65,Male,0,Yes,Yes,15,DSL,No,Month-to-month,Yes,No
64.7,Male,0,Yes,No,72,DSL,Yes,Two year,Yes,No
25.1,Female,0,No,No,29,DSL,No,Month-to-month,Yes,Yes
48.95,Male,0,No,Yes,1,DSL,No,Month-to-month,No,Yes
54.85,Female,0,Yes,Yes,6,DSL,No,Month-to-month,No,No
45.3,Male,0,No,No,1,DSL,No,Month-to-month,No,Yes
91.35,Male,0,Yes,Yes,63,Fiber optic,Yes,One year,Yes,No
85.85,Male,0,No,No,2,Fiber optic,No,Month-to-month,Yes,Yes
25.1,Female,0,Yes,Yes,18,No,No internet service,Two year,No,No
34,Female,0,Yes,No,43,DSL,No,Month-to-month,No,No
45.9,Female,0,No,No,15,DSL,Yes,One year,No,No
95.2,Male,0,No,Yes,10,Fiber optic,No,Month-to-month,No,Yes
20.5,Male,0,Yes,Yes,55,No,No internet service,Two year,No,No
100.6,Male,0,No,Yes,49,Fiber optic,No,One year,Yes,Yes
55.3,Male,0,Yes,Yes,6,DSL,Yes,Month-to-month,Yes,Yes
20.35,Male,0,Yes,Yes,70,No,No internet service,Two year,No,No
74.85,Male,1,No,No,2,Fiber optic,No,Month-to-month,Yes,Yes
36.1,Male,1,Yes,No,63,DSL,No,One year,No,No
65.8,Female,0,No,No,25,DSL,Yes,Month-to-month,Yes,No
20.35,Female,1,No,No,18,No,No internet service,One year,No,No
105.8,Male,1,Yes,No,28,Fiber optic,Yes,Month-to-month,Yes,No
96.75,Female,1,No,No,53,Fiber optic,Yes,One year,Yes,No
102.35,Male,0,No,No,35,Fiber optic,Yes,One year,Yes,Yes
24.4,Male,0,No,No,1,DSL,No,Month-to-month,No,No
115.65,Male,0,Yes,No,70,Fiber optic,Yes,One year,No,Yes
79.85,Male,0,No,No,2,Fiber optic,No,Month-to-month,Yes,Yes
73.05,Female,0,Yes,No,26,DSL,Yes,Month-to-month,Yes,No
64.35,Female,0,No,No,34,DSL,Yes,One year,No,No
20.5,Female,0,No,Yes,19,No,No internet service,Two year,No,No
76,Male,0,No,No,15,Fiber optic,No,Month-to-month,Yes,Yes
54.75,Female,0,Yes,Yes,62,DSL,No,One year,No,No
104.75,Female,1,No,No,42,Fiber optic,Yes,Month-to-month,Yes,Yes
74.65,Female,0,No,No,9,DSL,Yes,Month-to-month,Yes,Yes
51.15,Male,0,No,No,24,DSL,No,Month-to-month,Yes,No
41.95,Male,1,Yes,No,68,DSL,Yes,Two year,Yes,No
54.35,Male,0,Yes,Yes,31,DSL,No,Month-to-month,No,No
56.25,Female,0,No,No,1,DSL,No,Month-to-month,Yes,Yes
